location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Israel,2021-06-04,20-29,77.4,71.4,
Israel,2021-06-04,30-39,81.4,76.4,
Israel,2021-06-04,40-49,85.0,80.3,
Israel,2021-06-04,50-59,89.4,84.5,
Israel,2021-06-04,60-69,90.4,86.6,
Israel,2021-06-04,70-79,98.1,95.1,
Israel,2021-06-04,80-89,95.8,92.8,
Israel,2021-06-04,90+,98.5,94.1,
Israel,2021-06-05,20-29,77.5,71.4,
Israel,2021-06-05,30-39,81.4,76.4,
Israel,2021-06-05,40-49,85.1,80.3,
Israel,2021-06-05,50-59,89.4,84.5,
Israel,2021-06-05,60-69,90.4,86.6,
Israel,2021-06-05,70-79,98.1,95.1,
Israel,2021-06-05,80-89,95.8,92.8,
Israel,2021-06-05,90+,98.6,94.2,
Israel,2021-06-06,20-29,77.5,71.4,
Israel,2021-06-06,30-39,81.5,76.4,
Israel,2021-06-06,40-49,85.1,80.3,
Israel,2021-06-06,50-59,89.4,84.5,
Israel,2021-06-06,60-69,90.4,86.6,
Israel,2021-06-06,70-79,98.1,95.1,
Israel,2021-06-06,80-89,95.8,92.9,
Israel,2021-06-06,90+,98.7,94.3,
Israel,2021-06-07,20-29,77.5,71.4,
Israel,2021-06-07,30-39,81.5,76.4,
Israel,2021-06-07,40-49,85.1,80.3,
Israel,2021-06-07,50-59,89.5,84.5,
Israel,2021-06-07,60-69,90.4,86.6,
Israel,2021-06-07,70-79,98.2,95.2,
Israel,2021-06-07,80-89,95.9,92.9,
Israel,2021-06-07,90+,98.7,94.3,
Israel,2021-06-10,20-29,77.6,71.5,
Israel,2021-06-10,30-39,81.5,76.5,
Israel,2021-06-10,40-49,85.1,80.3,
Israel,2021-06-10,50-59,89.5,84.6,
Israel,2021-06-10,60-69,90.4,86.6,
Israel,2021-06-10,70-79,98.3,95.3,
Israel,2021-06-10,80-89,95.9,93.0,
Israel,2021-06-10,90+,98.8,94.4,
Israel,2021-06-11,20-29,77.6,71.5,
Israel,2021-06-11,30-39,81.6,76.5,
Israel,2021-06-11,40-49,85.1,80.3,
Israel,2021-06-11,50-59,89.5,84.6,
Israel,2021-06-11,60-69,90.4,86.6,
Israel,2021-06-11,70-79,98.3,95.3,
Israel,2021-06-11,80-89,95.9,93.0,
Israel,2021-06-11,90+,98.9,94.5,
Israel,2021-06-12,20-29,77.6,71.5,
Israel,2021-06-12,30-39,81.6,76.5,
Israel,2021-06-12,40-49,85.1,80.4,
Israel,2021-06-12,50-59,89.6,84.6,
Israel,2021-06-12,60-69,90.4,86.6,
Israel,2021-06-12,70-79,98.3,95.3,
Israel,2021-06-12,80-89,96.0,93.0,
Israel,2021-06-12,90+,99.0,94.6,
Israel,2021-06-13,20-29,77.6,71.5,
Israel,2021-06-13,30-39,81.6,76.6,
Israel,2021-06-13,40-49,85.1,80.4,
Israel,2021-06-13,50-59,89.6,84.6,
Israel,2021-06-13,60-69,90.4,86.6,
Israel,2021-06-13,70-79,98.3,95.3,
Israel,2021-06-13,80-89,96.0,93.0,
Israel,2021-06-13,90+,99.0,94.6,
Israel,2021-06-14,20-29,77.6,71.6,
Israel,2021-06-14,30-39,81.6,76.6,
Israel,2021-06-14,40-49,85.2,80.4,
Israel,2021-06-14,50-59,89.6,84.7,
Israel,2021-06-14,60-69,90.4,86.6,
Israel,2021-06-14,70-79,98.4,95.4,
Israel,2021-06-14,80-89,96.0,93.0,
Israel,2021-06-14,90+,99.0,94.7,
Israel,2021-06-15,20-29,77.7,71.6,
Israel,2021-06-15,30-39,81.6,76.6,
Israel,2021-06-15,40-49,85.2,80.4,
Israel,2021-06-15,50-59,89.6,84.7,
Israel,2021-06-15,60-69,90.5,86.6,
Israel,2021-06-15,70-79,98.4,95.4,
Israel,2021-06-15,80-89,96.0,93.0,
Israel,2021-06-15,90+,99.1,94.7,
Israel,2021-06-16,20-29,77.7,71.6,
Israel,2021-06-16,30-39,81.7,76.6,
Israel,2021-06-16,40-49,85.2,80.4,
Israel,2021-06-16,50-59,89.6,84.7,
Israel,2021-06-16,60-69,90.5,86.7,
Israel,2021-06-16,70-79,98.4,95.4,
Israel,2021-06-16,80-89,96.1,93.1,
Israel,2021-06-16,90+,99.2,94.8,
Israel,2021-06-17,20-29,77.7,71.6,
Israel,2021-06-17,30-39,81.7,76.6,
Israel,2021-06-17,40-49,85.2,80.4,
Israel,2021-06-17,50-59,89.7,84.7,
Israel,2021-06-17,60-69,90.5,86.7,
Israel,2021-06-17,70-79,98.5,95.5,
Israel,2021-06-17,80-89,96.1,93.1,
Israel,2021-06-17,90+,99.2,94.8,
Israel,2021-06-18,20-29,77.8,71.7,
Israel,2021-06-18,30-39,81.7,76.7,
Israel,2021-06-18,40-49,85.2,80.4,
Israel,2021-06-18,50-59,89.7,84.7,
Israel,2021-06-18,60-69,90.5,86.7,
Israel,2021-06-18,70-79,98.5,95.5,
Israel,2021-06-18,80-89,96.1,93.1,
Israel,2021-06-18,90+,99.3,94.9,
Israel,2021-06-19,20-29,77.8,71.7,
Israel,2021-06-19,30-39,81.7,76.7,
Israel,2021-06-19,40-49,85.2,80.4,
Israel,2021-06-19,50-59,89.7,84.7,
Israel,2021-06-19,60-69,90.5,86.7,
Israel,2021-06-19,70-79,98.5,95.5,
Israel,2021-06-19,80-89,96.1,93.2,
Israel,2021-06-19,90+,99.3,94.9,
Israel,2021-06-20,20-29,77.8,71.7,
Israel,2021-06-20,30-39,81.7,76.7,
Israel,2021-06-20,40-49,85.3,80.4,
Israel,2021-06-20,50-59,89.7,84.7,
Israel,2021-06-20,60-69,90.5,86.7,
Israel,2021-06-20,70-79,98.5,95.5,
Israel,2021-06-20,80-89,96.1,93.2,
Israel,2021-06-20,90+,99.4,95.0,
Israel,2021-06-21,20-29,77.9,71.7,
Israel,2021-06-21,30-39,81.8,76.7,
Israel,2021-06-21,40-49,85.3,80.5,
Israel,2021-06-21,50-59,89.7,84.8,
Israel,2021-06-21,60-69,90.5,86.7,
Israel,2021-06-21,70-79,98.6,95.6,
Israel,2021-06-21,80-89,96.2,93.2,
Israel,2021-06-21,90+,99.4,95.0,
Israel,2021-06-22,20-29,77.9,71.7,
Israel,2021-06-22,30-39,81.8,76.7,
Israel,2021-06-22,40-49,85.3,80.5,
Israel,2021-06-22,50-59,89.7,84.8,
Israel,2021-06-22,60-69,90.5,86.7,
Israel,2021-06-22,70-79,98.6,95.6,
Israel,2021-06-22,80-89,96.2,93.2,
Israel,2021-06-22,90+,99.5,95.1,
Israel,2021-06-23,20-29,77.9,71.7,
Israel,2021-06-23,30-39,81.8,76.7,
Israel,2021-06-23,40-49,85.3,80.5,
Israel,2021-06-23,50-59,89.8,84.8,
Israel,2021-06-23,60-69,90.5,86.7,
Israel,2021-06-23,70-79,98.6,95.6,
Israel,2021-06-23,80-89,96.2,93.3,
Israel,2021-06-23,90+,99.5,95.1,
Israel,2021-06-24,20-29,78.0,71.8,
Israel,2021-06-24,30-39,81.9,76.8,
Israel,2021-06-24,40-49,85.3,80.5,
Israel,2021-06-24,50-59,89.8,84.8,
Israel,2021-06-24,60-69,90.6,86.7,
Israel,2021-06-24,70-79,98.7,95.7,
Israel,2021-06-24,80-89,96.3,93.3,
Israel,2021-06-24,90+,99.6,95.2,
Israel,2021-06-25,20-29,78.0,71.8,
Israel,2021-06-25,30-39,81.9,76.8,
Israel,2021-06-25,40-49,85.4,80.5,
Israel,2021-06-25,50-59,89.8,84.8,
Israel,2021-06-25,60-69,90.6,86.7,
Israel,2021-06-25,70-79,98.7,95.7,
Israel,2021-06-25,80-89,96.3,93.3,
Israel,2021-06-25,90+,99.6,95.2,
Israel,2021-06-26,20-29,78.0,71.8,
Israel,2021-06-26,30-39,81.9,76.8,
Israel,2021-06-26,40-49,85.4,80.5,
Israel,2021-06-26,50-59,89.9,84.8,
Israel,2021-06-26,60-69,90.6,86.7,
Israel,2021-06-26,70-79,98.7,95.7,
Israel,2021-06-26,80-89,96.3,93.3,
Israel,2021-06-26,90+,99.7,95.3,
Israel,2021-06-27,20-29,78.0,71.5,
Israel,2021-06-27,30-39,81.9,77.0,
Israel,2021-06-27,40-49,85.4,80.6,
Israel,2021-06-27,50-59,88.9,84.8,
Israel,2021-06-27,60-69,90.6,86.7,
Israel,2021-06-27,70-79,98.8,95.7,
Israel,2021-06-27,80-89,96.3,93.3,
Israel,2021-06-27,90+,92.9,89.5,
Israel,2021-06-28,20-29,77.6,71.5,
Israel,2021-06-28,30-39,82.1,77.0,
Israel,2021-06-28,40-49,85.4,80.6,
Israel,2021-06-28,50-59,88.9,84.1,
Israel,2021-06-28,60-69,90.4,86.7,
Israel,2021-06-28,70-79,95.1,92.6,
Israel,2021-06-28,80-89,93.6,91.0,
Israel,2021-06-28,90+,92.9,89.5,
Israel,2021-06-29,20-29,77.7,71.5,
Israel,2021-06-29,30-39,82.2,77.0,
Israel,2021-06-29,40-49,85.5,80.6,
Israel,2021-06-29,50-59,89.0,84.1,
Israel,2021-06-29,60-69,90.4,86.7,
Israel,2021-06-29,70-79,95.2,92.6,
Israel,2021-06-29,80-89,93.6,91.0,
Israel,2021-06-29,90+,92.9,89.5,
Israel,2021-06-30,20-29,77.8,71.5,
Israel,2021-06-30,30-39,82.2,77.0,
Israel,2021-06-30,40-49,85.5,80.6,
Israel,2021-06-30,50-59,89.0,84.1,
Israel,2021-06-30,60-69,90.5,86.7,
Israel,2021-06-30,70-79,95.2,92.6,
Israel,2021-06-30,80-89,93.6,91.0,
Israel,2021-06-30,90+,92.9,89.5,
Israel,2021-07-01,20-29,77.9,71.6,
Israel,2021-07-01,30-39,82.4,77.1,
Israel,2021-07-01,40-49,85.6,80.6,
Israel,2021-07-01,50-59,89.1,84.2,
Israel,2021-07-01,60-69,90.5,86.7,
Israel,2021-07-01,70-79,95.2,92.6,
Israel,2021-07-01,80-89,93.7,91.0,
Israel,2021-07-01,90+,93.0,89.5,
Israel,2021-07-02,20-29,77.9,71.6,
Israel,2021-07-02,30-39,82.4,77.1,
Israel,2021-07-02,40-49,85.6,80.6,
Israel,2021-07-02,50-59,89.1,84.2,
Israel,2021-07-02,60-69,90.5,86.7,
Israel,2021-07-02,70-79,95.2,92.6,
Israel,2021-07-02,80-89,93.7,91.0,
Israel,2021-07-02,90+,93.0,89.5,
Israel,2021-07-03,20-29,77.9,71.6,
Israel,2021-07-03,30-39,82.4,77.1,
Israel,2021-07-03,40-49,85.7,80.6,
Israel,2021-07-03,50-59,89.1,84.2,
Israel,2021-07-03,60-69,90.5,86.7,
Israel,2021-07-03,70-79,95.2,92.6,
Israel,2021-07-03,80-89,93.7,91.0,
Israel,2021-07-03,90+,93.0,89.5,
Israel,2021-07-04,20-29,77.9,71.6,
Israel,2021-07-04,30-39,82.4,77.1,
Israel,2021-07-04,40-49,85.7,80.6,
Israel,2021-07-04,50-59,89.2,84.2,
Israel,2021-07-04,60-69,90.5,86.7,
Israel,2021-07-04,70-79,95.2,92.6,
Israel,2021-07-04,80-89,93.7,91.0,
Israel,2021-07-04,90+,93.0,89.5,
Israel,2021-07-05,20-29,78.0,71.6,
Israel,2021-07-05,30-39,82.6,77.1,
Israel,2021-07-05,40-49,85.7,80.7,
Israel,2021-07-05,50-59,89.2,84.2,
Israel,2021-07-05,60-69,90.5,86.7,
Israel,2021-07-05,70-79,95.2,92.6,
Israel,2021-07-05,80-89,93.7,91.1,
Israel,2021-07-05,90+,93.0,89.6,
Israel,2021-07-06,20-29,78.1,71.6,
Israel,2021-07-06,30-39,82.6,77.1,
Israel,2021-07-06,40-49,85.8,80.7,
Israel,2021-07-06,50-59,89.2,84.2,
Israel,2021-07-06,60-69,90.6,86.7,
Israel,2021-07-06,70-79,95.3,92.7,
Israel,2021-07-06,80-89,93.7,91.1,
Israel,2021-07-06,90+,93.0,89.6,
Israel,2021-07-07,20-29,78.2,71.7,
Israel,2021-07-07,30-39,82.7,77.2,
Israel,2021-07-07,40-49,85.8,80.7,
Israel,2021-07-07,50-59,89.3,84.2,
Israel,2021-07-07,60-69,90.6,86.8,
Israel,2021-07-07,70-79,95.3,92.7,
Israel,2021-07-07,80-89,93.8,91.1,
Israel,2021-07-07,90+,93.1,89.6,
Israel,2021-07-08,20-29,78.3,71.7,
Israel,2021-07-08,30-39,82.7,77.2,
Israel,2021-07-08,40-49,86.0,80.7,
Israel,2021-07-08,50-59,89.3,84.2,
Israel,2021-07-08,60-69,90.7,86.8,
Israel,2021-07-08,70-79,95.3,92.7,
Israel,2021-07-08,80-89,93.8,91.1,
Israel,2021-07-08,90+,93.1,89.6,
Israel,2021-07-09,20-29,78.4,71.7,
Israel,2021-07-09,30-39,82.8,77.2,
Israel,2021-07-09,40-49,86.0,80.7,
Israel,2021-07-09,50-59,89.4,84.3,
Israel,2021-07-09,60-69,90.7,86.8,
Israel,2021-07-09,70-79,95.3,92.7,
Israel,2021-07-09,80-89,93.8,91.1,
Israel,2021-07-09,90+,93.2,89.6,
Israel,2021-07-10,20-29,78.4,71.7,
Israel,2021-07-10,30-39,82.8,77.2,
Israel,2021-07-10,40-49,86.0,80.7,
Israel,2021-07-10,50-59,89.4,84.3,
Israel,2021-07-10,60-69,90.7,86.8,
Israel,2021-07-10,70-79,95.4,92.7,
Israel,2021-07-10,80-89,93.8,91.1,
Israel,2021-07-10,90+,93.2,89.6,
Israel,2021-07-11,20-29,78.5,71.7,
Israel,2021-07-11,30-39,82.9,77.2,
Israel,2021-07-11,40-49,86.1,80.7,
Israel,2021-07-11,50-59,89.4,84.3,
Israel,2021-07-11,60-69,90.7,86.8,
Israel,2021-07-11,70-79,95.4,92.7,
Israel,2021-07-11,80-89,93.8,91.1,
Israel,2021-07-11,90+,93.2,89.6,
Israel,2021-07-12,20-29,78.5,71.7,
Israel,2021-07-12,30-39,82.9,77.2,
Israel,2021-07-12,40-49,86.1,80.7,
Israel,2021-07-12,50-59,89.4,84.3,
Israel,2021-07-12,60-69,90.7,86.8,
Israel,2021-07-12,70-79,95.4,92.7,
Israel,2021-07-12,80-89,93.8,91.1,
Israel,2021-07-12,90+,93.2,89.6,
Israel,2021-07-13,20-29,78.5,71.7,
Israel,2021-07-13,30-39,82.9,77.3,
Israel,2021-07-13,40-49,86.1,80.8,
Israel,2021-07-13,50-59,89.5,84.3,
Israel,2021-07-13,60-69,90.7,86.8,
Israel,2021-07-13,70-79,95.4,92.7,
Israel,2021-07-13,80-89,93.9,91.1,
Israel,2021-07-13,90+,93.2,89.6,
Israel,2021-07-14,20-29,78.6,71.8,
Israel,2021-07-14,30-39,82.9,77.3,
Israel,2021-07-14,40-49,86.1,80.8,
Israel,2021-07-14,50-59,89.5,84.3,
Israel,2021-07-14,60-69,90.7,86.8,
Israel,2021-07-14,70-79,95.4,92.7,
Israel,2021-07-14,80-89,93.9,91.1,
Israel,2021-07-14,90+,93.2,89.6,
Israel,2021-07-15,20-29,78.6,71.8,
Israel,2021-07-15,30-39,83.0,77.3,
Israel,2021-07-15,40-49,86.1,80.8,
Israel,2021-07-15,50-59,89.5,84.3,
Israel,2021-07-15,60-69,90.7,86.8,
Israel,2021-07-15,70-79,95.4,92.7,
Israel,2021-07-15,80-89,93.9,91.1,
Israel,2021-07-15,90+,93.2,89.6,
Israel,2021-07-16,20-29,78.6,71.8,
Israel,2021-07-16,30-39,83.0,77.3,
Israel,2021-07-16,40-49,86.1,80.8,
Israel,2021-07-16,50-59,89.5,84.3,
Israel,2021-07-16,60-69,90.8,86.8,
Israel,2021-07-16,70-79,95.4,92.7,
Israel,2021-07-16,80-89,93.9,91.1,
Israel,2021-07-16,90+,93.2,89.6,
Israel,2021-07-17,20-29,78.6,71.8,
Israel,2021-07-17,30-39,83.0,77.3,
Israel,2021-07-17,40-49,86.1,80.8,
Israel,2021-07-17,50-59,89.5,84.3,
Israel,2021-07-17,60-69,90.8,86.8,
Israel,2021-07-17,70-79,95.4,92.7,
Israel,2021-07-17,80-89,93.9,91.1,
Israel,2021-07-17,90+,93.2,89.6,
Israel,2021-07-18,20-29,78.6,71.8,
Israel,2021-07-18,30-39,83.0,77.3,
Israel,2021-07-18,40-49,86.2,80.8,
Israel,2021-07-18,50-59,89.5,84.3,
Israel,2021-07-18,60-69,90.8,86.8,
Israel,2021-07-18,70-79,95.4,92.7,
Israel,2021-07-18,80-89,93.9,91.1,
Israel,2021-07-18,90+,93.2,89.6,
Israel,2021-07-19,20-29,78.7,71.9,
Israel,2021-07-19,30-39,83.0,77.3,
Israel,2021-07-19,40-49,86.2,80.8,
Israel,2021-07-19,50-59,89.5,84.3,
Israel,2021-07-19,60-69,90.8,86.8,
Israel,2021-07-19,70-79,95.4,92.7,
Israel,2021-07-19,80-89,93.9,91.2,
Israel,2021-07-19,90+,93.2,89.6,
Israel,2021-07-20,20-29,78.7,71.9,
Israel,2021-07-20,30-39,83.1,77.4,
Israel,2021-07-20,40-49,86.2,80.9,
Israel,2021-07-20,50-59,89.5,84.4,
Israel,2021-07-20,60-69,90.8,86.9,
Israel,2021-07-20,70-79,95.4,92.7,
Israel,2021-07-20,80-89,93.9,91.2,
Israel,2021-07-20,90+,93.3,89.7,
Israel,2021-07-21,20-29,78.7,71.9,
Israel,2021-07-21,30-39,83.1,77.4,
Israel,2021-07-21,40-49,86.2,80.9,
Israel,2021-07-21,50-59,89.5,84.4,
Israel,2021-07-21,60-69,90.8,86.9,
Israel,2021-07-21,70-79,95.4,92.8,
Israel,2021-07-21,80-89,93.9,91.2,
Israel,2021-07-21,90+,93.3,89.7,
Israel,2021-07-22,20-29,78.8,71.9,
Israel,2021-07-22,30-39,83.1,77.4,
Israel,2021-07-22,40-49,86.2,80.9,
Israel,2021-07-22,50-59,89.6,84.4,
Israel,2021-07-22,60-69,90.8,86.9,
Israel,2021-07-22,70-79,95.4,92.8,
Israel,2021-07-22,80-89,93.9,91.2,
Israel,2021-07-22,90+,93.3,89.7,
Israel,2021-07-23,20-29,78.8,71.9,
Israel,2021-07-23,30-39,83.1,77.5,
Israel,2021-07-23,40-49,86.2,80.9,
Israel,2021-07-23,50-59,89.6,84.4,
Israel,2021-07-23,60-69,90.8,86.9,
Israel,2021-07-23,70-79,95.4,92.8,
Israel,2021-07-23,80-89,93.9,91.2,
Israel,2021-07-23,90+,93.3,89.7,
Israel,2021-07-24,20-29,78.8,72.0,
Israel,2021-07-24,30-39,83.1,77.5,
Israel,2021-07-24,40-49,86.2,80.9,
Israel,2021-07-24,50-59,89.6,84.4,
Israel,2021-07-24,60-69,90.8,86.9,
Israel,2021-07-24,70-79,95.4,92.8,
Israel,2021-07-24,80-89,93.9,91.2,
Israel,2021-07-24,90+,93.3,89.7,
Israel,2021-07-25,20-29,78.8,72.0,
Israel,2021-07-25,30-39,83.1,77.5,
Israel,2021-07-25,40-49,86.2,80.9,
Israel,2021-07-25,50-59,89.6,84.4,
Israel,2021-07-25,60-69,90.8,86.9,
Israel,2021-07-25,70-79,95.5,92.8,
Israel,2021-07-25,80-89,93.9,91.2,
Israel,2021-07-25,90+,93.3,89.7,
Israel,2021-07-26,20-29,78.8,72.0,
Israel,2021-07-26,30-39,83.2,77.5,
Israel,2021-07-26,40-49,86.3,81.0,
Israel,2021-07-26,50-59,89.6,84.4,
Israel,2021-07-26,60-69,90.8,86.9,
Israel,2021-07-26,70-79,95.5,92.8,
Israel,2021-07-26,80-89,94.0,91.3,
Israel,2021-07-26,90+,93.3,89.8,
Israel,2021-07-27,20-29,78.9,72.0,
Israel,2021-07-27,30-39,83.2,77.6,
Israel,2021-07-27,40-49,86.3,81.0,
Israel,2021-07-27,50-59,89.6,84.5,
Israel,2021-07-27,60-69,90.8,86.9,
Israel,2021-07-27,70-79,95.5,92.8,
Israel,2021-07-27,80-89,94.0,91.3,
Israel,2021-07-27,90+,93.4,89.8,
Israel,2021-07-28,20-29,78.9,72.1,
Israel,2021-07-28,30-39,83.3,77.6,
Israel,2021-07-28,40-49,86.3,81.0,
Israel,2021-07-28,50-59,89.7,84.5,
Israel,2021-07-28,60-69,90.9,86.9,
Israel,2021-07-28,70-79,95.5,92.8,
Israel,2021-07-28,80-89,94.0,91.3,
Israel,2021-07-28,90+,93.4,89.8,
Israel,2021-07-29,20-29,79.0,72.1,
Israel,2021-07-29,30-39,83.3,77.6,
Israel,2021-07-29,40-49,86.3,81.0,
Israel,2021-07-29,50-59,89.7,84.5,
Israel,2021-07-29,60-69,90.9,87.0,
Israel,2021-07-29,70-79,95.5,92.9,
Israel,2021-07-29,80-89,94.0,91.3,
Israel,2021-07-29,90+,93.4,89.9,
Israel,2021-07-30,20-29,79.0,72.2,
Israel,2021-07-30,30-39,83.3,77.7,
Israel,2021-07-30,40-49,86.4,81.0,
Israel,2021-07-30,50-59,89.7,84.5,
Israel,2021-07-30,60-69,90.9,87.0,
Israel,2021-07-30,70-79,95.5,92.9,
Israel,2021-07-30,80-89,94.0,91.3,
Israel,2021-07-30,90+,93.4,89.9,
Israel,2021-07-31,20-29,79.0,72.2,
Israel,2021-07-31,30-39,83.3,77.7,
Israel,2021-07-31,40-49,86.4,81.1,
Israel,2021-07-31,50-59,89.7,84.5,
Israel,2021-07-31,60-69,90.9,87.0,
Israel,2021-07-31,70-79,95.5,92.9,
Israel,2021-07-31,80-89,94.0,91.3,
Israel,2021-07-31,90+,93.4,89.9,
Israel,2021-08-01,20-29,79.1,72.2,
Israel,2021-08-01,30-39,83.3,77.7,
Israel,2021-08-01,40-49,86.4,81.1,
Israel,2021-08-01,50-59,89.7,84.5,
Israel,2021-08-01,60-69,90.9,87.0,
Israel,2021-08-01,70-79,95.5,92.9,
Israel,2021-08-01,80-89,94.0,91.3,
Israel,2021-08-01,90+,93.5,89.9,
Israel,2021-08-02,20-29,79.1,72.2,
Israel,2021-08-02,30-39,83.3,77.7,
Israel,2021-08-02,40-49,86.4,81.1,
Israel,2021-08-02,50-59,89.7,84.6,
Israel,2021-08-02,60-69,90.9,87.0,
Israel,2021-08-02,70-79,95.5,92.9,
Israel,2021-08-02,80-89,94.1,91.3,
Israel,2021-08-02,90+,93.5,90.0,
Israel,2021-08-03,20-29,79.1,72.2,
Israel,2021-08-03,30-39,83.4,77.7,
Israel,2021-08-03,40-49,86.4,81.1,
Israel,2021-08-03,50-59,89.7,84.6,
Israel,2021-08-03,60-69,90.9,87.0,
Israel,2021-08-03,70-79,95.5,92.9,
Israel,2021-08-03,80-89,94.0,91.4,
Israel,2021-08-03,90+,93.5,90.0,
Israel,2021-08-04,20-29,79.1,72.2,
Israel,2021-08-04,30-39,83.4,77.7,
Israel,2021-08-04,40-49,86.4,81.1,
Israel,2021-08-04,50-59,89.7,84.6,
Israel,2021-08-04,60-69,90.9,87.1,
Israel,2021-08-04,70-79,96.0,92.9,
Israel,2021-08-04,80-89,94.1,91.4,
Israel,2021-08-04,90+,93.5,90.0,
Israel,2021-08-05,20-29,79.1,72.3,0.0
Israel,2021-08-05,30-39,83.4,77.7,
Israel,2021-08-05,40-49,86.5,81.1,
Israel,2021-08-05,50-59,89.8,84.6,0.2
Israel,2021-08-05,60-69,91.0,87.1,17.7
Israel,2021-08-05,70-79,95.6,93.0,27.9
Israel,2021-08-05,80-89,94.1,91.4,24.9
Israel,2021-08-05,90+,93.6,90.1,
Israel,2021-08-06,20-29,79.2,72.3,0.0
Israel,2021-08-06,30-39,83.4,77.8,0.0
Israel,2021-08-06,40-49,86.5,81.1,0.1
Israel,2021-08-06,50-59,89.8,84.6,0.2
Israel,2021-08-06,60-69,91.0,87.1,20.9
Israel,2021-08-06,70-79,95.6,93.0,31.9
Israel,2021-08-06,80-89,94.1,91.5,25.5
Israel,2021-08-06,90+,93.6,90.1,23.5
Israel,2021-08-07,20-29,79.2,72.3,0.0
Israel,2021-08-07,30-39,83.4,77.8,0.0
Israel,2021-08-07,40-49,86.5,81.1,0.1
Israel,2021-08-07,50-59,89.8,84.6,0.2
Israel,2021-08-07,60-69,91.0,87.1,22.5
Israel,2021-08-07,70-79,95.6,93.0,34.1
Israel,2021-08-07,80-89,94.1,91.5,30.1
Israel,2021-08-07,90+,93.6,90.1,27.5
Israel,2021-08-08,20-29,79.2,72.3,0.0
Israel,2021-08-08,30-39,83.4,77.8,0.0
Israel,2021-08-08,40-49,86.5,81.1,0.1
Israel,2021-08-08,50-59,89.8,84.6,0.2
Israel,2021-08-08,60-69,91.0,87.2,26.4
Israel,2021-08-08,70-79,95.6,93.0,39.7
Israel,2021-08-08,80-89,94.1,91.5,33.6
Israel,2021-08-08,90+,93.6,90.2,27.8
Israel,2021-08-09,16-19,77.2,68.0,0.0
Israel,2021-08-09,20-29,79.3,72.3,0.0
Israel,2021-08-09,30-39,83.5,77.8,0.0
Israel,2021-08-09,40-49,86.6,81.2,0.1
Israel,2021-08-09,50-59,89.8,84.6,0.4
Israel,2021-08-09,60-69,91.0,87.2,31.2
Israel,2021-08-09,70-79,95.6,93.1,40.1
Israel,2021-08-09,80-89,94.2,91.5,35.7
Israel,2021-08-09,90+,93.7,90.2,32.5
Israel,2021-08-10,12-15,35.0,26.2,0.0
Israel,2021-08-10,16-19,77.2,68.0,0.0
Israel,2021-08-10,20-29,79.3,72.4,0.0
Israel,2021-08-10,30-39,83.5,77.9,0.0
Israel,2021-08-10,40-49,86.6,81.2,0.1
Israel,2021-08-10,50-59,89.8,84.7,0.4
Israel,2021-08-10,60-69,91.0,87.2,33.6
Israel,2021-08-10,70-79,95.6,93.1,49.4
Israel,2021-08-10,80-89,94.2,91.6,44.7
Israel,2021-08-10,90+,93.7,90.2,37.8
Israel,2021-08-11,12-15,35.2,26.6,0.0
Israel,2021-08-11,16-19,77.5,68.1,0.0
Israel,2021-08-11,20-29,79.3,72.4,0.0
Israel,2021-08-11,30-39,83.6,77.9,0.1
Israel,2021-08-11,40-49,86.6,81.2,0.2
Israel,2021-08-11,50-59,89.9,84.7,0.6
Israel,2021-08-11,60-69,91.1,87.2,35.7
Israel,2021-08-11,70-79,95.7,93.1,56.3
Israel,2021-08-11,80-89,94.2,91.6,51.4
Israel,2021-08-11,90+,93.7,90.3,46.7
Israel,2021-08-12,12-15,35.7,26.8,0.0
Israel,2021-08-12,16-19,77.5,68.2,0.0
Israel,2021-08-12,20-29,79.4,72.4,0.0
Israel,2021-08-12,30-39,83.6,77.9,0.1
Israel,2021-08-12,40-49,86.6,81.2,0.3
Israel,2021-08-12,50-59,89.9,84.7,0.7
Israel,2021-08-12,60-69,91.1,87.3,39.2
Israel,2021-08-12,70-79,95.7,93.2,56.4
Israel,2021-08-12,80-89,94.3,91.6,51.5
Israel,2021-08-12,90+,93.8,90.3,50.8
Israel,2021-08-13,12-15,36.6,26.9,0.0
Israel,2021-08-13,16-19,77.6,68.3,0.0
Israel,2021-08-13,20-29,79.4,72.4,0.0
Israel,2021-08-13,30-39,83.7,77.9,0.1
Israel,2021-08-13,40-49,86.7,81.2,0.3
Israel,2021-08-13,50-59,89.9,84.7,2.5
Israel,2021-08-13,60-69,91.1,87.3,42.8
Israel,2021-08-13,70-79,95.7,93.2,62.1
Israel,2021-08-13,80-89,94.3,91.6,57.3
Israel,2021-08-13,90+,93.8,90.3,50.8
Israel,2021-08-14,12-15,36.8,27.0,0.0
Israel,2021-08-14,16-19,77.8,68.3,0.0
Israel,2021-08-14,20-29,79.5,72.5,0.0
Israel,2021-08-14,30-39,83.7,77.9,0.1
Israel,2021-08-14,40-49,86.7,81.3,0.3
Israel,2021-08-14,50-59,90.0,84.7,5.7
Israel,2021-08-14,60-69,91.1,87.3,45.7
Israel,2021-08-14,70-79,95.7,93.2,63.2
Israel,2021-08-14,80-89,94.3,91.7,58.4
Israel,2021-08-14,90+,93.9,90.3,53.5
Israel,2021-08-15,12-15,36.8,27.0,0.0
